City,Latitude,Longitude,GridID
Los Angeles,33.7,-118.7,LA_Lat674_Lon-2374
Los Angeles,33.7,-118.60000000000001,LA_Lat674_Lon-2373
Los Angeles,33.7,-118.55000000000001,LA_Lat674_Lon-2372
Los Angeles,33.7,-118.50000000000001,LA_Lat674_Lon-2371
Los Angeles,33.7,-118.45000000000002,LA_Lat674_Lon-2370
Los Angeles,33.7,-118.40000000000002,LA_Lat674_Lon-2369
Los Angeles,33.7,-118.35000000000002,LA_Lat674_Lon-2368
Los Angeles,33.7,-118.30000000000003,LA_Lat674_Lon-2367
Los Angeles,33.7,-118.25000000000003,LA_Lat674_Lon-2366
Los Angeles,33.7,-118.20000000000003,LA_Lat674_Lon-2365
Los Angeles,33.7,-118.15000000000003,LA_Lat674_Lon-2364
Los Angeles,33.7,-118.10000000000004,LA_Lat674_Lon-2363
Los Angeles,33.7,-118.05000000000004,LA_Lat674_Lon-2362
Los Angeles,33.7,-118.00000000000004,LA_Lat674_Lon-2361
Los Angeles,33.75,-118.7,LA_Lat674_Lon-2374
Los Angeles,33.75,-118.60000000000001,LA_Lat674_Lon-2373
Los Angeles,33.75,-118.55000000000001,LA_Lat674_Lon-2372
Los Angeles,33.75,-118.50000000000001,LA_Lat674_Lon-2371
Los Angeles,33.75,-118.45000000000002,LA_Lat674_Lon-2370
Los Angeles,33.75,-118.40000000000002,LA_Lat674_Lon-2369
Los Angeles,33.75,-118.35000000000002,LA_Lat674_Lon-2368
Los Angeles,33.75,-118.30000000000003,LA_Lat674_Lon-2367
Los Angeles,33.75,-118.25000000000003,LA_Lat674_Lon-2366
Los Angeles,33.75,-118.20000000000003,LA_Lat674_Lon-2365
Los Angeles,33.75,-118.15000000000003,LA_Lat674_Lon-2364
Los Angeles,33.75,-118.10000000000004,LA_Lat674_Lon-2363
Los Angeles,33.75,-118.05000000000004,LA_Lat674_Lon-2362
Los Angeles,33.75,-118.00000000000004,LA_Lat674_Lon-2361
Los Angeles,33.8,-118.7,LA_Lat675_Lon-2374
Los Angeles,33.8,-118.60000000000001,LA_Lat675_Lon-2373
Los Angeles,33.8,-118.55000000000001,LA_Lat675_Lon-2372
Los Angeles,33.8,-118.50000000000001,LA_Lat675_Lon-2371
Los Angeles,33.8,-118.45000000000002,LA_Lat675_Lon-2370
Los Angeles,33.8,-118.40000000000002,LA_Lat675_Lon-2369
Los Angeles,33.8,-118.35000000000002,LA_Lat675_Lon-2368
Los Angeles,33.8,-118.30000000000003,LA_Lat675_Lon-2367
Los Angeles,33.8,-118.25000000000003,LA_Lat675_Lon-2366
Los Angeles,33.8,-118.20000000000003,LA_Lat675_Lon-2365
Los Angeles,33.8,-118.15000000000003,LA_Lat675_Lon-2364
Los Angeles,33.8,-118.10000000000004,LA_Lat675_Lon-2363
Los Angeles,33.8,-118.05000000000004,LA_Lat675_Lon-2362
Los Angeles,33.8,-118.00000000000004,LA_Lat675_Lon-2361
Los Angeles,33.849999999999994,-118.7,LA_Lat676_Lon-2374
Los Angeles,33.849999999999994,-118.60000000000001,LA_Lat676_Lon-2373
Los Angeles,33.849999999999994,-118.55000000000001,LA_Lat676_Lon-2372
Los Angeles,33.849999999999994,-118.50000000000001,LA_Lat676_Lon-2371
Los Angeles,33.849999999999994,-118.45000000000002,LA_Lat676_Lon-2370
Los Angeles,33.849999999999994,-118.40000000000002,LA_Lat676_Lon-2369
Los Angeles,33.849999999999994,-118.35000000000002,LA_Lat676_Lon-2368
Los Angeles,33.849999999999994,-118.30000000000003,LA_Lat676_Lon-2367
Los Angeles,33.849999999999994,-118.25000000000003,LA_Lat676_Lon-2366
Los Angeles,33.849999999999994,-118.20000000000003,LA_Lat676_Lon-2365
Los Angeles,33.849999999999994,-118.15000000000003,LA_Lat676_Lon-2364
Los Angeles,33.849999999999994,-118.10000000000004,LA_Lat676_Lon-2363
Los Angeles,33.849999999999994,-118.05000000000004,LA_Lat676_Lon-2362
Los Angeles,33.849999999999994,-118.00000000000004,LA_Lat676_Lon-2361
Los Angeles,33.89999999999999,-118.7,LA_Lat677_Lon-2374
Los Angeles,33.89999999999999,-118.60000000000001,LA_Lat677_Lon-2373
Los Angeles,33.89999999999999,-118.55000000000001,LA_Lat677_Lon-2372
Los Angeles,33.89999999999999,-118.50000000000001,LA_Lat677_Lon-2371
Los Angeles,33.89999999999999,-118.45000000000002,LA_Lat677_Lon-2370
Los Angeles,33.89999999999999,-118.40000000000002,LA_Lat677_Lon-2369
Los Angeles,33.89999999999999,-118.35000000000002,LA_Lat677_Lon-2368
Los Angeles,33.89999999999999,-118.30000000000003,LA_Lat677_Lon-2367
Los Angeles,33.89999999999999,-118.25000000000003,LA_Lat677_Lon-2366
Los Angeles,33.89999999999999,-118.20000000000003,LA_Lat677_Lon-2365
Los Angeles,33.89999999999999,-118.15000000000003,LA_Lat677_Lon-2364
Los Angeles,33.89999999999999,-118.10000000000004,LA_Lat677_Lon-2363
Los Angeles,33.89999999999999,-118.05000000000004,LA_Lat677_Lon-2362
Los Angeles,33.89999999999999,-118.00000000000004,LA_Lat677_Lon-2361
Los Angeles,33.94999999999999,-118.7,LA_Lat678_Lon-2374
Los Angeles,33.94999999999999,-118.60000000000001,LA_Lat678_Lon-2373
Los Angeles,33.94999999999999,-118.55000000000001,LA_Lat678_Lon-2372
Los Angeles,33.94999999999999,-118.50000000000001,LA_Lat678_Lon-2371
Los Angeles,33.94999999999999,-118.45000000000002,LA_Lat678_Lon-2370
Los Angeles,33.94999999999999,-118.40000000000002,LA_Lat678_Lon-2369
Los Angeles,33.94999999999999,-118.35000000000002,LA_Lat678_Lon-2368
Los Angeles,33.94999999999999,-118.30000000000003,LA_Lat678_Lon-2367
Los Angeles,33.94999999999999,-118.25000000000003,LA_Lat678_Lon-2366
Los Angeles,33.94999999999999,-118.20000000000003,LA_Lat678_Lon-2365
Los Angeles,33.94999999999999,-118.15000000000003,LA_Lat678_Lon-2364
Los Angeles,33.94999999999999,-118.10000000000004,LA_Lat678_Lon-2363
Los Angeles,33.94999999999999,-118.05000000000004,LA_Lat678_Lon-2362
Los Angeles,33.94999999999999,-118.00000000000004,LA_Lat678_Lon-2361
Los Angeles,33.999999999999986,-118.7,LA_Lat679_Lon-2374
Los Angeles,33.999999999999986,-118.60000000000001,LA_Lat679_Lon-2373
Los Angeles,33.999999999999986,-118.55000000000001,LA_Lat679_Lon-2372
Los Angeles,33.999999999999986,-118.50000000000001,LA_Lat679_Lon-2371
Los Angeles,33.999999999999986,-118.45000000000002,LA_Lat679_Lon-2370
Los Angeles,33.999999999999986,-118.40000000000002,LA_Lat679_Lon-2369
Los Angeles,33.999999999999986,-118.35000000000002,LA_Lat679_Lon-2368
Los Angeles,33.999999999999986,-118.30000000000003,LA_Lat679_Lon-2367
Los Angeles,33.999999999999986,-118.25000000000003,LA_Lat679_Lon-2366
Los Angeles,33.999999999999986,-118.20000000000003,LA_Lat679_Lon-2365
Los Angeles,33.999999999999986,-118.15000000000003,LA_Lat679_Lon-2364
Los Angeles,33.999999999999986,-118.10000000000004,LA_Lat679_Lon-2363
Los Angeles,33.999999999999986,-118.05000000000004,LA_Lat679_Lon-2362
Los Angeles,33.999999999999986,-118.00000000000004,LA_Lat679_Lon-2361
Los Angeles,34.04999999999998,-118.7,LA_Lat680_Lon-2374
Los Angeles,34.04999999999998,-118.60000000000001,LA_Lat680_Lon-2373
Los Angeles,34.04999999999998,-118.55000000000001,LA_Lat680_Lon-2372
Los Angeles,34.04999999999998,-118.50000000000001,LA_Lat680_Lon-2371
Los Angeles,34.04999999999998,-118.45000000000002,LA_Lat680_Lon-2370
Los Angeles,34.04999999999998,-118.40000000000002,LA_Lat680_Lon-2369
Los Angeles,34.04999999999998,-118.35000000000002,LA_Lat680_Lon-2368
Los Angeles,34.04999999999998,-118.30000000000003,LA_Lat680_Lon-2367
Los Angeles,34.04999999999998,-118.25000000000003,LA_Lat680_Lon-2366
Los Angeles,34.04999999999998,-118.20000000000003,LA_Lat680_Lon-2365
Los Angeles,34.04999999999998,-118.15000000000003,LA_Lat680_Lon-2364
Los Angeles,34.04999999999998,-118.10000000000004,LA_Lat680_Lon-2363
Los Angeles,34.04999999999998,-118.05000000000004,LA_Lat680_Lon-2362
Los Angeles,34.04999999999998,-118.00000000000004,LA_Lat680_Lon-2361
Los Angeles,34.09999999999998,-118.7,LA_Lat681_Lon-2374
Los Angeles,34.09999999999998,-118.60000000000001,LA_Lat681_Lon-2373
Los Angeles,34.09999999999998,-118.55000000000001,LA_Lat681_Lon-2372
Los Angeles,34.09999999999998,-118.50000000000001,LA_Lat681_Lon-2371
Los Angeles,34.09999999999998,-118.45000000000002,LA_Lat681_Lon-2370
Los Angeles,34.09999999999998,-118.40000000000002,LA_Lat681_Lon-2369
Los Angeles,34.09999999999998,-118.35000000000002,LA_Lat681_Lon-2368
Los Angeles,34.09999999999998,-118.30000000000003,LA_Lat681_Lon-2367
Los Angeles,34.09999999999998,-118.25000000000003,LA_Lat681_Lon-2366
Los Angeles,34.09999999999998,-118.20000000000003,LA_Lat681_Lon-2365
Los Angeles,34.09999999999998,-118.15000000000003,LA_Lat681_Lon-2364
Los Angeles,34.09999999999998,-118.10000000000004,LA_Lat681_Lon-2363
Los Angeles,34.09999999999998,-118.05000000000004,LA_Lat681_Lon-2362
Los Angeles,34.09999999999998,-118.00000000000004,LA_Lat681_Lon-2361
Los Angeles,34.14999999999998,-118.7,LA_Lat682_Lon-2374
Los Angeles,34.14999999999998,-118.60000000000001,LA_Lat682_Lon-2373
Los Angeles,34.14999999999998,-118.55000000000001,LA_Lat682_Lon-2372
Los Angeles,34.14999999999998,-118.50000000000001,LA_Lat682_Lon-2371
Los Angeles,34.14999999999998,-118.45000000000002,LA_Lat682_Lon-2370
Los Angeles,34.14999999999998,-118.40000000000002,LA_Lat682_Lon-2369
Los Angeles,34.14999999999998,-118.35000000000002,LA_Lat682_Lon-2368
Los Angeles,34.14999999999998,-118.30000000000003,LA_Lat682_Lon-2367
Los Angeles,34.14999999999998,-118.25000000000003,LA_Lat682_Lon-2366
Los Angeles,34.14999999999998,-118.20000000000003,LA_Lat682_Lon-2365
Los Angeles,34.14999999999998,-118.15000000000003,LA_Lat682_Lon-2364
Los Angeles,34.14999999999998,-118.10000000000004,LA_Lat682_Lon-2363
Los Angeles,34.14999999999998,-118.05000000000004,LA_Lat682_Lon-2362
Los Angeles,34.14999999999998,-118.00000000000004,LA_Lat682_Lon-2361
Los Angeles,34.199999999999974,-118.7,LA_Lat683_Lon-2374
Los Angeles,34.199999999999974,-118.60000000000001,LA_Lat683_Lon-2373
Los Angeles,34.199999999999974,-118.55000000000001,LA_Lat683_Lon-2372
Los Angeles,34.199999999999974,-118.50000000000001,LA_Lat683_Lon-2371
Los Angeles,34.199999999999974,-118.45000000000002,LA_Lat683_Lon-2370
Los Angeles,34.199999999999974,-118.40000000000002,LA_Lat683_Lon-2369
Los Angeles,34.199999999999974,-118.35000000000002,LA_Lat683_Lon-2368
Los Angeles,34.199999999999974,-118.30000000000003,LA_Lat683_Lon-2367
Los Angeles,34.199999999999974,-118.25000000000003,LA_Lat683_Lon-2366
Los Angeles,34.199999999999974,-118.20000000000003,LA_Lat683_Lon-2365
Los Angeles,34.199999999999974,-118.15000000000003,LA_Lat683_Lon-2364
Los Angeles,34.199999999999974,-118.10000000000004,LA_Lat683_Lon-2363
Los Angeles,34.199999999999974,-118.05000000000004,LA_Lat683_Lon-2362
Los Angeles,34.199999999999974,-118.00000000000004,LA_Lat683_Lon-2361
Los Angeles,34.24999999999997,-118.7,LA_Lat684_Lon-2374
Los Angeles,34.24999999999997,-118.60000000000001,LA_Lat684_Lon-2373
Los Angeles,34.24999999999997,-118.55000000000001,LA_Lat684_Lon-2372
Los Angeles,34.24999999999997,-118.50000000000001,LA_Lat684_Lon-2371
Los Angeles,34.24999999999997,-118.45000000000002,LA_Lat684_Lon-2370
Los Angeles,34.24999999999997,-118.40000000000002,LA_Lat684_Lon-2369
Los Angeles,34.24999999999997,-118.35000000000002,LA_Lat684_Lon-2368
Los Angeles,34.24999999999997,-118.30000000000003,LA_Lat684_Lon-2367
Los Angeles,34.24999999999997,-118.25000000000003,LA_Lat684_Lon-2366
Los Angeles,34.24999999999997,-118.20000000000003,LA_Lat684_Lon-2365
Los Angeles,34.24999999999997,-118.15000000000003,LA_Lat684_Lon-2364
Los Angeles,34.24999999999997,-118.10000000000004,LA_Lat684_Lon-2363
Los Angeles,34.24999999999997,-118.05000000000004,LA_Lat684_Lon-2362
Los Angeles,34.24999999999997,-118.00000000000004,LA_Lat684_Lon-2361
Los Angeles,34.29999999999997,-118.7,LA_Lat685_Lon-2374
Los Angeles,34.29999999999997,-118.60000000000001,LA_Lat685_Lon-2373
Los Angeles,34.29999999999997,-118.55000000000001,LA_Lat685_Lon-2372
Los Angeles,34.29999999999997,-118.50000000000001,LA_Lat685_Lon-2371
Los Angeles,34.29999999999997,-118.45000000000002,LA_Lat685_Lon-2370
Los Angeles,34.29999999999997,-118.40000000000002,LA_Lat685_Lon-2369
Los Angeles,34.29999999999997,-118.35000000000002,LA_Lat685_Lon-2368
Los Angeles,34.29999999999997,-118.30000000000003,LA_Lat685_Lon-2367
Los Angeles,34.29999999999997,-118.25000000000003,LA_Lat685_Lon-2366
Los Angeles,34.29999999999997,-118.20000000000003,LA_Lat685_Lon-2365
Los Angeles,34.29999999999997,-118.15000000000003,LA_Lat685_Lon-2364
Los Angeles,34.29999999999997,-118.10000000000004,LA_Lat685_Lon-2363
Los Angeles,34.29999999999997,-118.05000000000004,LA_Lat685_Lon-2362
Los Angeles,34.29999999999997,-118.00000000000004,LA_Lat685_Lon-2361
Los Angeles,34.349999999999966,-118.7,LA_Lat686_Lon-2374
Los Angeles,34.349999999999966,-118.60000000000001,LA_Lat686_Lon-2373
Los Angeles,34.349999999999966,-118.55000000000001,LA_Lat686_Lon-2372
Los Angeles,34.349999999999966,-118.50000000000001,LA_Lat686_Lon-2371
Los Angeles,34.349999999999966,-118.45000000000002,LA_Lat686_Lon-2370
Los Angeles,34.349999999999966,-118.40000000000002,LA_Lat686_Lon-2369
Los Angeles,34.349999999999966,-118.35000000000002,LA_Lat686_Lon-2368
Los Angeles,34.349999999999966,-118.30000000000003,LA_Lat686_Lon-2367
Los Angeles,34.349999999999966,-118.25000000000003,LA_Lat686_Lon-2366
Los Angeles,34.349999999999966,-118.20000000000003,LA_Lat686_Lon-2365
Los Angeles,34.349999999999966,-118.15000000000003,LA_Lat686_Lon-2364
Los Angeles,34.349999999999966,-118.10000000000004,LA_Lat686_Lon-2363
Los Angeles,34.349999999999966,-118.05000000000004,LA_Lat686_Lon-2362
Los Angeles,34.349999999999966,-118.00000000000004,LA_Lat686_Lon-2361
Baltimore,39.2,-76.60000000000001,Bal_Lat784_Lon-1533
Baltimore,39.2,-76.55000000000001,Bal_Lat784_Lon-1532
Baltimore,39.2,-76.50000000000001,Bal_Lat784_Lon-1531
Baltimore,39.25,-76.7,Bal_Lat784_Lon-1534
Baltimore,39.25,-76.60000000000001,Bal_Lat784_Lon-1533
Baltimore,39.25,-76.55000000000001,Bal_Lat784_Lon-1532
Baltimore,39.25,-76.50000000000001,Bal_Lat784_Lon-1531
Baltimore,39.3,-76.7,Bal_Lat785_Lon-1534
Baltimore,39.3,-76.60000000000001,Bal_Lat785_Lon-1533
Baltimore,39.3,-76.55000000000001,Bal_Lat785_Lon-1532
Baltimore,39.3,-76.50000000000001,Bal_Lat785_Lon-1531
Baltimore,39.349999999999994,-76.7,Bal_Lat786_Lon-1534
Baltimore,39.349999999999994,-76.60000000000001,Bal_Lat786_Lon-1533
Baltimore,39.349999999999994,-76.55000000000001,Bal_Lat786_Lon-1532
Baltimore,39.349999999999994,-76.50000000000001,Bal_Lat786_Lon-1531
Baltimore,39.39999999999999,-76.7,Bal_Lat787_Lon-1534
Baltimore,39.39999999999999,-76.60000000000001,Bal_Lat787_Lon-1533
Baltimore,39.39999999999999,-76.55000000000001,Bal_Lat787_Lon-1532
Baltimore,39.39999999999999,-76.50000000000001,Bal_Lat787_Lon-1531
Baltimore,39.44999999999999,-76.7,Bal_Lat788_Lon-1534
Baltimore,39.44999999999999,-76.60000000000001,Bal_Lat788_Lon-1533
Baltimore,39.44999999999999,-76.55000000000001,Bal_Lat788_Lon-1532
Baltimore,39.44999999999999,-76.50000000000001,Bal_Lat788_Lon-1531
Philadelphia,39.8,-75.3,Phil_Lat795_Lon-1506
Philadelphia,39.8,-75.25,Phil_Lat795_Lon-1505
Philadelphia,39.8,-75.2,Phil_Lat795_Lon-1504
Philadelphia,39.8,-75.15,Phil_Lat795_Lon-1503
Philadelphia,39.8,-75.10000000000001,Phil_Lat795_Lon-1503
Philadelphia,39.8,-75.05000000000001,Phil_Lat795_Lon-1502
Philadelphia,39.849999999999994,-75.3,Phil_Lat796_Lon-1506
Philadelphia,39.849999999999994,-75.25,Phil_Lat796_Lon-1505
Philadelphia,39.849999999999994,-75.2,Phil_Lat796_Lon-1504
Philadelphia,39.849999999999994,-75.15,Phil_Lat796_Lon-1503
Philadelphia,39.849999999999994,-75.10000000000001,Phil_Lat796_Lon-1503
Philadelphia,39.849999999999994,-75.05000000000001,Phil_Lat796_Lon-1502
Philadelphia,39.89999999999999,-75.3,Phil_Lat797_Lon-1506
Philadelphia,39.89999999999999,-75.25,Phil_Lat797_Lon-1505
Philadelphia,39.89999999999999,-75.2,Phil_Lat797_Lon-1504
Philadelphia,39.89999999999999,-75.15,Phil_Lat797_Lon-1503
Philadelphia,39.89999999999999,-75.10000000000001,Phil_Lat797_Lon-1503
Philadelphia,39.89999999999999,-75.05000000000001,Phil_Lat797_Lon-1502
Philadelphia,39.94999999999999,-75.3,Phil_Lat798_Lon-1506
Philadelphia,39.94999999999999,-75.25,Phil_Lat798_Lon-1505
Philadelphia,39.94999999999999,-75.2,Phil_Lat798_Lon-1504
Philadelphia,39.94999999999999,-75.15,Phil_Lat798_Lon-1503
Philadelphia,39.94999999999999,-75.10000000000001,Phil_Lat798_Lon-1503
Philadelphia,39.94999999999999,-75.05000000000001,Phil_Lat798_Lon-1502
Philadelphia,39.999999999999986,-75.3,Phil_Lat799_Lon-1506
Philadelphia,39.999999999999986,-75.25,Phil_Lat799_Lon-1505
Philadelphia,39.999999999999986,-75.2,Phil_Lat799_Lon-1504
Philadelphia,39.999999999999986,-75.15,Phil_Lat799_Lon-1503
Philadelphia,39.999999999999986,-75.10000000000001,Phil_Lat799_Lon-1503
Philadelphia,39.999999999999986,-75.05000000000001,Phil_Lat799_Lon-1502
Philadelphia,40.04999999999998,-75.3,Phil_Lat800_Lon-1506
Philadelphia,40.04999999999998,-75.25,Phil_Lat800_Lon-1505
Philadelphia,40.04999999999998,-75.2,Phil_Lat800_Lon-1504
Philadelphia,40.04999999999998,-75.15,Phil_Lat800_Lon-1503
Philadelphia,40.04999999999998,-75.10000000000001,Phil_Lat800_Lon-1503
Philadelphia,40.04999999999998,-75.05000000000001,Phil_Lat800_Lon-1502
Philadelphia,40.09999999999998,-75.3,Phil_Lat801_Lon-1506
Philadelphia,40.09999999999998,-75.25,Phil_Lat801_Lon-1505
Philadelphia,40.09999999999998,-75.2,Phil_Lat801_Lon-1504
Philadelphia,40.09999999999998,-75.15,Phil_Lat801_Lon-1503
Philadelphia,40.09999999999998,-75.10000000000001,Phil_Lat801_Lon-1503
Philadelphia,40.09999999999998,-75.05000000000001,Phil_Lat801_Lon-1502
Portland,45.349999999999996,-122.60000000000001,Port_Lat905_Lon-2454
Portland,45.349999999999996,-122.55000000000001,Port_Lat906_Lon-2453
Portland,45.349999999999996,-122.50000000000001,Port_Lat906_Lon-2456
Portland,45.4,-122.85,Port_Lat907_Lon-2457
Portland,45.4,-122.8,Port_Lat907_Lon-2456
Portland,45.4,-122.75,Port_Lat907_Lon-2455
Portland,45.4,-122.7,Port_Lat907_Lon-2454
Portland,45.4,-122.60000000000001,Port_Lat907_Lon-2453
Portland,45.4,-122.55000000000001,Port_Lat907_Lon-2452
Portland,45.4,-122.50000000000001,Port_Lat907_Lon-2451
Portland,45.4,-122.85,Port_Lat908_Lon-2457
Portland,45.449999999999996,-122.8,Port_Lat908_Lon-2456
Portland,45.449999999999996,-122.75,Port_Lat908_Lon-2455
Portland,45.449999999999996,-122.7,Port_Lat908_Lon-2454
Portland,45.449999999999996,-122.60000000000001,Port_Lat908_Lon-2453
Portland,45.449999999999996,-122.55000000000001,Port_Lat908_Lon-2452
Portland,45.449999999999996,-122.50000000000001,Port_Lat908_Lon-2451
Portland,45.49999999999999,-122.8,Port_Lat909_Lon-2456
Portland,45.49999999999999,-122.75,Port_Lat909_Lon-2455
Portland,45.49999999999999,-122.7,Port_Lat909_Lon-2454
Portland,45.49999999999999,-122.60000000000001,Port_Lat909_Lon-2453
Portland,45.49999999999999,-122.55000000000001,Port_Lat909_Lon-2452
Portland,45.49999999999999,-122.50000000000001,Port_Lat909_Lon-2451
Portland,45.4,-122.45,Port_Lat909_Lon-2457
Portland,45.54999999999999,-122.8,Port_Lat910_Lon-2456
Portland,45.54999999999999,-122.75,Port_Lat910_Lon-2455
Portland,45.54999999999999,-122.7,Port_Lat910_Lon-2454
Portland,45.54999999999999,-122.60000000000001,Port_Lat910_Lon-2453
Portland,45.54999999999999,-122.55000000000001,Port_Lat910_Lon-2452
Portland,45.54999999999999,-122.50000000000001,Port_Lat910_Lon-2451
Portland,45.59999999999999,-122.8,Port_Lat911_Lon-2456
Portland,45.59999999999999,-122.75,Port_Lat911_Lon-2455
Portland,45.59999999999999,-122.7,Port_Lat911_Lon-2454
Portland,45.59999999999999,-122.60000000000001,Port_Lat911_Lon-2453
Portland,45.59999999999999,-122.55000000000001,Port_Lat911_Lon-2452
Portland,45.59999999999999,-122.50000000000001,Port_Lat911_Lon-2451
